id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
346,599 Sutter Trl,active,238392,3,3,1275,33.4343235031919,-112.32763140025511
347,390 Geary Rd,active,184195,4,2,3542,33.373083702743564,-111.89093251169022
348,15 1st Trl,pending,127633,2,1,2639,33.36401037888059,-112.0698040390825
349,607 3rd Wl,pending,248874,4,3,1050,33.48960808605747,-112.18241243305584
350,179 2nd Cir,pending,232129,4,1,1165,33.50262506801663,-112.32706233769252
351,185 4th Way,pending,276532,5,3,1159,33.44273642064719,-111.93558304286562
352,519 Turk Rd,sold,144998,3,1,2403,33.5889557518907,-112.1173780896577
353,230 Bush Blvd,active,146371,5,2,3116,33.43975486284611,-112.00687564948542
354,436 4th Way,sold,163661,3,1,2944,33.47385749748755,-112.0665044914026
355,779 2nd Pl,sold,291381,2,1,1513,33.47171918040161,-112.18773561497615
356,28 4th Pl,sold,264943,4,1,2922,33.41733445535185,-111.95778078394665
357,33 9th Wl,active,150190,3,2,2717,33.38527954696087,-111.90312054522217
358,697 Post Blvd,pending,196024,2,2,1702,33.51642483993925,-111.89933103795512
359,771 Post Rd,sold,297214,4,3,2255,33.432688477614676,-112.03189165208751
360,519 7th Pl,active,272258,2,1,2178,33.569808349304836,-112.10556656599067
361,519 Walnut Pl,active,278533,3,3,1745,33.55419186773941,-112.09837620007544
362,383 1st Dv,sold,124587,2,2,1537,33.42821765004223,-112.14798812857661
363,152 Geary Vis,sold,248617,3,3,1261,33.48505832814088,-112.20196802807118
364,36 Turk Ave,sold,280765,2,2,2616,33.37622644861727,-111.92091867932055
365,123 Page Cir,pending,212937,2,1,3010,33.544893491476365,-112.15620625621655
366,133 9th Wl,pending,296395,3,3,3128,33.53152922933704,-112.03808629657111
367,153 1st Vis,pending,295971,2,3,1727,33.36953726345681,-111.8863068848743
368,573 1st Ave,pending,130051,4,2,2208,33.54008903315859,-112.02620236655709
369,256 1st Vis,active,130503,5,1,2362,33.55943475452374,-112.18589204533923
370,221 7th Way,pending,239986,2,2,3248,33.42928250106862,-111.96074091983317
371,239 4th Ave,sold,193951,4,2,1601,33.43552033727549,-112.35291962948219
372,464 Post Wl,active,113100,2,1,1586,33.51257048345414,-112.2759395960124
373,722 Page Way,active,159560,3,1,1078,33.542676304453636,-112.09809507518597
374,491 Pine Rd,active,281876,5,1,3943,33.500866171847015,-111.87776642298321
375,281 California Dv,pending,202739,3,2,3396,33.42019658337416,-111.91587241013107
376,224 5th Blvd,sold,259299,2,3,2802,33.54386223944647,-111.87874577672208
377,284 Walnut Vis,pending,148816,3,3,1677,33.5902970076507,-111.89606935676451
378,287 Walnut Pl,sold,201818,3,2,3452,33.54339143759114,-112.2277460628463
379,120 Wall Vis,active,234557,5,1,1194,33.36220856117597,-112.26231549462517
380,587 Walnut Dv,sold,165827,2,1,3475,33.479205562421505,-112.27435814976948
381,472 Geary Ave,sold,267079,5,1,1959,33.41839529560171,-112.15938275545777
382,208 Indiana Blvd,sold,206370,4,3,2481,33.542769053787254,-112.10452455515376
383,152 3rd Dv,active,258993,4,2,1270,33.39396073020794,-112.11815739844239
384,588 8th Trl,active,237341,5,3,1947,33.388145745750734,-111.96038359191351
385,396 Franklin Ave,pending,268186,5,1,1607,33.46118067895958,-111.99241076165427
386,517 Indiana Ave,sold,210064,2,1,1054,33.50533034969373,-111.951812317656
387,110 4th Dv,sold,186593,3,2,2860,33.52904530912041,-112.05860420790845
388,358 Page Cir,pending,152326,3,3,2508,33.554046580447,-111.99251733966787
389,459 Texas Dv,sold,100354,2,3,2894,33.557056208838546,-111.88879455374766
390,418 California Cir,active,130241,2,3,3636,33.566626293894736,-112.34532566003256
391,320 Post Trl,active,220583,3,3,2954,33.52189534063277,-112.02541672967732
392,609 9th Blvd,active,133220,2,3,2710,33.40577035031236,-112.15258804673218
393,549 Geary Ave,pending,135266,2,2,1898,33.5494351591102,-111.97591825373748
394,350 Pine Rd,sold,292537,2,3,2668,33.45394197500541,-112.30117946926195
395,572 Bush Ave,sold,237537,5,3,1161,33.5156262457484,-111.92717244754019
396,717 Sutter Way,sold,166497,2,2,2969,33.50624613361853,-112.03723794445345
397,339 9th Blvd,pending,247298,4,1,2523,33.43900183267986,-111.98708850326932
398,747 Walnut Pl,active,127271,5,2,1124,33.44281835387807,-112.33981224635333
399,476 3rd Cir,active,192412,5,3,1702,33.464842948233496,-112.19752279776323
400,83 4th Blvd,sold,298002,3,3,2585,33.53776252814341,-111.9512541153658
401,297 Pine Way,pending,106949,3,3,3876,33.36939628412447,-112.19739125339214
402,374 Walnut Blvd,sold,138029,5,3,2325,33.48050254341155,-112.01185097406011
403,297 8th Dv,pending,281715,3,2,1490,33.36195732083178,-112.16004701874556
404,760 Wall St,active,244208,3,2,3243,33.38056882739154,-112.00119771482909
405,366 Texas Pl,pending,274325,2,3,1174,33.57948417451565,-112.11912380473062
406,180 4th Pl,sold,230902,5,1,2705,33.47998923255024,-112.0949192377512
407,221 Mission Trl,pending,127586,4,2,3677,33.46407695586937,-111.93991657965586
408,744 Geary Trl,sold,235730,5,2,3246,33.52144770623183,-112.23328163994385
409,757 7th Trl,pending,227365,2,3,1999,33.49332713099829,-111.88598106802601
410,562 Post Blvd,active,272887,2,2,3787,33.579728999153154,-112.02053888288667
411,702 2nd Vis,sold,169522,2,1,1516,33.384338159353575,-112.12865100867793
412,642 3rd Dv,pending,290171,3,2,1490,33.40489523736416,-112.17487745729687
413,594 Franklin Ave,pending,114816,5,1,2041,33.560613034029664,-112.2117883740615
414,565 Geary Ave,pending,267921,2,2,3377,33.40783143687949,-112.06462830358066
415,454 7th Wl,pending,152318,5,3,3157,33.41830699215611,-112.10860615364638
416,546 Bush Cir,active,128420,2,3,2014,33.460064772118,-112.13662708772706
417,363 Walnut Trl,sold,119543,4,2,1311,33.4998217848516,-112.03484052982157
418,96 9th Pl,pending,227046,5,2,2432,33.423269129331075,-112.33084810886496
419,580 Geary Ave,pending,284629,3,2,1411,33.47552654557362,-112.36113311344825
420,326 California Ave,pending,170441,4,2,2140,33.373813303411985,-112.14350319427025
421,640 1st Cir,pending,196870,2,3,1797,33.47727265079954,-111.89965200278029
422,47 6th Trl,pending,133824,4,3,1773,33.36402900079702,-112.34075178815056
423,56 Texas Ave,pending,119171,4,1,2071,33.533807524414016,-112.24580754795217
424,198 Walnut Dv,pending,222353,3,1,2500,33.40628400005232,-112.192897806781
425,697 Mission Trl,sold,199334,3,1,1063,33.51415843951641,-112.12086912113968
426,296 Indiana Blvd,active,267430,5,1,3285,33.5892939722513,-112.29078991443404
427,461 8th Vis,sold,258252,4,2,2176,33.58324908615778,-111.89813208313213
428,48 Texas Cir,pending,139405,4,2,2575,33.509294304355784,-112.29766715916294
429,128 Page Cir,active,175816,3,2,3474,33.458345218134234,-112.00433255057773
430,619 Page Rd,sold,173618,5,2,3280,33.56087676583622,-112.20826581619741
431,407 Mission Ave,pending,154748,2,3,2691,33.46401979862986,-112.03809698809569
432,221 3rd Trl,sold,247723,3,2,2942,33.40204784722487,-112.01349457536867
433,161 Post Wl,active,174799,5,2,2070,33.39196963027523,-112.03697443050581
434,522 Blake Blvd,active,291552,3,2,2863,33.47505219170682,-112.14816509913643
435,635 Euclid Blvd,sold,288071,2,1,1454,33.441456065926694,-112.13925822656768
436,326 Franklin Wl,sold,197502,2,2,1090,33.441104016778574,-112.11614921749961
437,423 3rd Wl,pending,221417,5,3,2141,33.44962825987115,-112.25263790877463
438,386 Sutter Pl,active,270848,3,2,1127,33.52514340484332,-112.14550977878238
439,203 Blake Ave,sold,126321,4,2,2833,33.56268252857467,-111.89779489345958
440,717 Bush St,sold,125885,3,2,1990,33.4026619514268,-112.01416653414175
441,510 4th St,sold,104907,5,3,1916,33.456350473108195,-112.34639954092296
442,348 8th Blvd,sold,135688,4,3,3959,33.53644908695504,-111.9530485392183
443,258 Turk Wl,sold,278252,4,2,2854,33.50006911741624,-112.12016352595899
444,32 5th Way,pending,145833,3,3,3260,33.366093951741824,-112.12222659096648
445,532 6th Vis,pending,158372,3,2,2527,33.58400470174544,-112.00042542944357
446,276 Pine Way,active,209643,4,2,2783,33.44022151237255,-112.28845298684473
447,696 California Blvd,active,248395,5,2,3188,33.39225483514001,-111.98696212838136
448,746 3rd Rd,active,102348,5,2,2979,33.42780088306109,-112.32146179193286
449,392 1st Blvd,sold,250132,4,3,3618,33.593112335583335,-111.98446407513501
450,230 Walnut Trl,pending,258373,4,3,3448,33.51364031420876,-112.06838710179574
451,122 7th Trl,sold,140357,5,3,2114,33.488822794643774,-112.20638114065886
452,214 Post St,sold,253091,3,3,1121,33.47947928964636,-111.89183282813659
453,208 Sutter Wl,sold,148529,2,2,1480,33.481045847832,-111.98821566259777
454,455 Page St,sold,121774,2,2,2806,33.42878667054777,-112.09417245254684
455,193 5th Vis,active,105545,5,3,3239,33.474337687969474,-112.2927785823205
456,585 California Vis,sold,236057,3,2,1979,33.576838817912055,-112.03719002704989
457,637 Bush Trl,pending,252840,3,2,2877,33.455966239884745,-112.01003163514352
458,189 Page Trl,active,290945,5,1,3799,33.39876316278171,-112.31768114009307
459,241 Texas St,sold,269431,3,3,3844,33.502542752823324,-111.97813273454628
460,722 Post Dv,pending,244377,5,1,1902,33.5203392438272,-112.00067398040105
461,753 3rd Way,sold,232913,4,3,3688,33.54307190568617,-112.15294582399632
462,741 8th Dv,pending,237270,2,1,1539,33.475581000383734,-111.92031598811327
463,788 Sutter Way,sold,127538,2,2,3744,33.381153363848135,-112.00002096071808
464,418 Indiana Vis,pending,126041,3,2,1649,33.37068446342926,-112.01474657885294
465,534 Walnut St,sold,273283,3,3,1425,33.49702289255772,-112.19544246221744
466,203 5th Rd,active,235297,2,2,3243,33.507470874691435,-112.16218096842975
467,556 Texas Blvd,pending,220541,2,3,1199,33.41640993822461,-112.00618698351582
468,628 Page Wl,active,290849,2,2,1723,33.52327393837886,-112.07028400109998
469,71 6th Way,sold,229515,4,2,1951,33.439184138067006,-112.162648966946
470,576 7th Dv,pending,242256,2,3,1422,33.448954098760105,-111.96756217050806
471,16 Euclid Cir,sold,182122,2,2,2907,33.57094887362123,-112.17057115456201
472,95 1st Trl,sold,132440,4,2,1399,33.54772606041067,-112.03234690766955
473,44 Turk Pl,sold,266668,2,2,3473,33.491151278662905,-111.91568843852777
474,679 Walnut Cir,active,262270,3,2,1762,33.46849917070197,-112.00605201369748
475,548 7th Vis,sold,265790,2,2,3459,33.53143338556667,-112.17113496250735
476,733 Blake Trl,sold,182486,4,1,3110,33.5317779601248,-112.30246730436015
477,583 1st Dv,active,255343,4,1,1434,33.37746090563381,-112.20682342791484
478,418 California Way,sold,177141,4,3,1148,33.56957222334669,-112.31991628743702
479,374 8th St,active,116864,2,2,1673,33.40508223074504,-112.30322778275836
480,710 Euclid Dv,active,253291,2,1,3477,33.59078999589221,-112.25547284757347
481,548 6th Way,active,239025,4,3,1263,33.50610976812095,-112.33989046214248
482,136 Geary Dv,sold,157789,2,2,1738,33.44398274663062,-112.15485875873816
483,577 Walnut Ave,pending,278515,3,3,2703,33.43427261532236,-112.13959384568265
484,741 Turk Rd,pending,108028,3,1,2896,33.42862631246867,-112.2306260941009
485,782 Texas Rd,active,184528,4,2,2935,33.58048355478031,-111.97989575642507
486,224 Texas Ave,sold,218251,4,1,3384,33.52857654594182,-112.07037351892404
487,682 8th Ave,active,184337,4,2,2041,33.42970876831263,-112.09703505528715
488,724 4th Ave,active,276084,3,3,3786,33.37307303741401,-112.09923656200061
489,756 Wall Cir,active,159138,3,1,2208,33.41097153231025,-111.97740932920809
490,194 Geary Ave,active,192427,2,1,2126,33.41229542971999,-111.98866142707573
491,197 7th Dv,pending,147227,4,1,3751,33.53031155709582,-112.09603585595933
492,80 Indiana Rd,pending,231399,3,2,3101,33.59189021604829,-112.20588773131722
493,369 Pine Cir,sold,118895,4,2,2957,33.45659570807222,-112.00970572870044
494,273 5th Rd,active,188883,3,2,1537,33.56857630355334,-112.2245845443319
495,316 Geary Rd,sold,258525,5,2,1061,33.3814636501556,-112.01882474732935
496,730 California St,sold,193795,3,1,2254,33.37741381860256,-112.28214274292684
497,779 8th Ave,sold,128840,2,1,1296,33.48118991898657,-112.16804564728744
498,289 Walnut Wl,sold,233166,2,2,3131,33.49973219032636,-112.2428109937762
499,646 Sutter Vis,active,267929,2,3,1086,33.526986694196076,-112.02436337070212
500,367 1st Pl,sold,154163,3,2,3177,33.54238458577308,-112.16209021353454
501,419 Texas Pl,active,155088,4,2,3413,33.41351802939618,-112.34149648982562
502,271 4th Trl,active,270759,3,3,3701,33.388349039847085,-112.26657859844644
503,762 4th Cir,sold,136708,4,1,1541,33.50189515947621,-112.30090230490988
504,676 Turk Rd,active,294927,5,2,2450,33.47022832243124,-112.19654452023507
505,109 Geary Trl,pending,245786,2,1,1641,33.48442539920296,-112.18618910701362
506,754 Pine Rd,pending,229479,5,3,3834,33.592644935993846,-112.0426762497234
507,215 Franklin Ave,active,113293,2,3,2973,33.36264409183495,-112.24795839333787
508,142 Geary St,pending,165204,2,3,3027,33.37295174517469,-111.9586453457659
509,112 4th Pl,sold,286367,5,1,3478,33.36859997536529,-111.87623524268032
510,589 5th Cir,sold,187403,4,3,3213,33.41078339274233,-112.1426480744205
511,466 Franklin St,pending,200423,3,2,3441,33.379342355280265,-112.34720405175904
512,160 8th Blvd,pending,124030,4,3,1726,33.49851345944611,-111.99783035537244
513,506 Turk Cir,sold,253081,2,2,2769,33.58935494847086,-111.99780848901324
514,187 3rd Ave,sold,193019,5,3,3782,33.58678525914388,-112.08954706257563
515,528 8th Dv,sold,194887,3,1,1072,33.464934324456294,-111.88013001181734
516,401 Page Trl,pending,208164,4,1,2417,33.53773840256321,-112.25561817008699
517,437 Page Way,sold,176985,3,2,1916,33.53495797603785,-112.34831739820405
518,468 Geary Trl,pending,209507,3,2,3821,33.397460234008804,-112.16243110128066
519,756 5th Trl,pending,275835,4,2,1482,33.51531063518272,-112.12276622223567
520,370 7th Wl,active,242375,4,1,2642,33.469896380545954,-112.26845575891457
521,120 3rd Vis,pending,232484,4,2,3366,33.54374295895783,-112.18134472847106
522,214 Sutter Vis,active,260770,2,3,3261,33.41579664747409,-112.31094010700954
523,450 9th St,sold,216556,2,1,3355,33.57393287998035,-111.88141652275651
524,675 2nd Ave,sold,204066,5,2,3240,33.47945360897347,-112.28382409482182
525,725 Sutter Blvd,sold,269654,5,3,3096,33.58835515265932,-112.14566283465443
526,545 9th Wl,pending,177609,2,1,2149,33.54491762166164,-111.91321636551557
527,93 2nd Pl,active,188623,2,3,3914,33.42991024775627,-112.28423093946257
528,503 Mission Pl,active,115942,4,3,1740,33.53074169708501,-112.18375983711377
529,317 1st Blvd,active,230559,5,2,1212,33.401972949044556,-112.04217232864104
530,578 Mission Ave,active,289953,5,2,2022,33.55555813553305,-111.88334543010508
531,324 3rd Ave,sold,118674,4,3,1245,33.39477980644747,-111.95887465591953
532,479 Franklin Trl,sold,274158,3,3,2686,33.39754375594824,-112.19152011335235
533,469 8th Rd,sold,238436,2,3,3421,33.53820679507996,-112.02143128111163
534,413 Walnut Cir,active,276104,3,1,1317,33.475429541144656,-112.29095600305989
535,621 Blake Rd,pending,112544,4,2,2323,33.48729589022737,-112.33646656533867
536,147 Turk St,active,239048,4,3,3685,33.44716179978937,-112.19536873295044
537,553 3rd Trl,sold,278768,5,1,3908,33.3657045099853,-112.02424449834531
538,645 9th Wl,sold,207989,4,3,2081,33.38875624472442,-112.21513406625192
539,637 Bush Pl,sold,143878,4,1,1354,33.5172267090264,-112.2503930292833
540,82 Turk Way,active,191454,4,2,3319,33.36413238695519,-112.11881734135491
541,660 9th Vis,pending,159192,4,1,3499,33.37717819254733,-111.88974225940858
542,549 Mission Trl,sold,103806,4,3,3478,33.543324960692644,-112.2962200225667
543,675 9th Vis,active,190167,4,1,3163,33.51241105362843,-112.04349653096908
544,119 Indiana Pl,sold,101036,2,2,3232,33.3662336638109,-112.02796764833538
545,60 Euclid Wl,pending,197537,2,2,1113,33.57134027763212,-112.22417324809156
546,728 Geary Rd,active,138049,5,2,2361,33.45523534938642,-112.13860243474139
547,409 Turk Cir,active,148486,4,3,2187,33.58307638050345,-112.28880003316561
548,631 3rd Blvd,sold,195095,2,2,2774,33.540007134231494,-112.1580472751337
549,378 Post Rd,active,160976,3,3,2624,33.538884169828265,-112.2345634836242
550,758 Mission Blvd,active,201642,5,1,1763,33.398285381855636,-112.26637154959727
551,394 Pine Blvd,sold,222269,3,1,1663,33.41286452055146,-112.1739428123981
552,293 Indiana Trl,active,184365,3,3,3644,33.524206923023996,-112.18416335932524
553,437 Bush Dv,active,192010,4,2,3625,33.3990909028492,-112.19533143874666
554,415 8th Wl,sold,225535,3,3,2289,33.377059113772,-112.14786927864454
555,611 3rd Pl,pending,195236,4,3,1297,33.37717564182629,-111.99804673263408
556,352 Wall Vis,active,283470,3,3,1168,33.478383178178056,-112.3227372823511
557,316 8th Way,active,142382,2,3,1527,33.5823899745765,-112.1791484538675
558,161 7th Wl,sold,236736,2,1,2415,33.411179659616906,-112.04241937530861
559,73 8th Way,sold,270878,2,3,2220,33.386640143877806,-112.2172914591389
560,322 Texas St,active,125146,4,3,3503,33.416549175738766,-112.32304206608688
561,605 Post Way,active,270953,4,2,3777,33.43154256478196,-112.15951105643332
562,517 9th St,active,166600,2,3,2796,33.40141736688859,-112.18904774731628
563,582 7th Way,pending,160644,5,3,2463,33.41601808167172,-112.07139527211926
564,674 5th Vis,sold,287234,2,3,3942,33.48721816994557,-112.04745477806841
565,87 Mission Cir,sold,182636,5,2,1268,33.453856258119686,-112.06842259246332
566,773 Sutter Cir,sold,178658,5,2,2335,33.39533647765289,-112.00966824515521
567,176 Turk Trl,pending,118491,5,3,1807,33.41361351473783,-112.29660666308865
568,73 7th Cir,active,114182,5,3,3341,33.41500137113848,-111.91524372619496
569,712 Sutter Trl,pending,278421,3,1,2035,33.40176835665721,-111.88896750493946
570,262 4th Vis,sold,203537,3,1,3569,33.51315991381753,-112.3351507473568
571,664 9th Ave,active,126839,5,2,2189,33.3686849892273,-112.21265825014929
572,451 Geary Way,pending,237924,4,3,2925,33.362956524945204,-111.92676613711312
573,399 Geary Trl,active,151867,5,3,2608,33.571820160709265,-112.162723896487
574,440 8th Rd,sold,289236,5,3,3759,33.39023658826515,-112.05088434688419
575,304 7th Cir,pending,159737,4,1,3997,33.37593074516456,-111.89462288529984
576,737 Blake Pl,active,237766,4,3,2504,33.388826288718874,-112.35477355336637
577,166 Mission Ave,sold,199107,2,1,1026,33.50564456881817,-112.14457160636599
578,460 9th Way,sold,281930,3,3,3433,33.57653640876706,-111.97540465616851
579,469 California Rd,active,234062,5,2,1746,33.40245687764417,-112.18327972693805
